Code,Disease,Symptoms
643,Vulvar cancer,"['Back pain', 'Ache all over', 'Abnormal involuntary movements', 'Insomnia', 'Weakness, 'Feeling ill', 'Emotional symptoms']"
644,Blepharitis,"['Diminished vision', 'Eye redness', 'Pain in eye', 'Itchiness of eye', 'Swollen eye', 'Lacrimation', 'Spots or clouds in vision', 'Eyelid swelling', 'White discharge from eye', 'Eye burns or stings', 'Eyelid lesion or rash']"
645,Celiac disease,"['Sharp abdominal pain', 'Diarrhea', 'Regurgitation', 'Fatigue', 'Vomiting', 'Nausea', 'Allergic reaction', 'Sharp chest pain', 'Fears and phobias', 'Leg lump or mass', 'Constipation']"
646,Cystitis,"['Painful urination', 'Suprapubic pain', 'Frequent urination', 'Blood in urine', 'Sharp abdominal pain', 'Retention of urine', 'Side pain', 'Lower abdominal pain', 'Pelvic pain', 'Involuntary urination']"
647,Sickle cell anemia,"['Ache all over', 'Leg pain', 'Fever', 'Back pain', 'Joint pain', 'Pulling at ears', 'Temper problems', 'Muscle cramps, contractures, or spasms', 'Swollen tongue', 'Dry lips']"
648,Subconjunctival hemorrhage,"['Pain in eye', 'Eye redness', 'Diminished vision', 'Headache', 'Swollen eye', 'Bleeding from eye', 'Facial pain', 'Eyelid swelling', 'Blindness', 'Foreign body sensation in eye', 'Eye burns or stings']"
649,Hemorrhoids,"['Rectal bleeding', 'Pain of the anus', 'Blood in stool', 'Constipation', 'Sharp abdominal pain', 'Mass or swelling around the anus', 'Itching of the anus', 'Lower body pain', 'Melena', 'Changes in stool appearance']"
650,Contact dermatitis,"['Skin rash', 'Itching of skin', 'Abnormal appearing skin', 'Skin lesion', 'Skin dryness, peeling, scaliness, or roughness', 'Allergic reaction', 'Skin swelling', 'Acne or pimples', 'Skin irritation', 'Swollen eye', 'Skin moles']"
651,Sinus bradycardia,"['Sharp chest pain', 'Dizziness', 'Shortness of breath', 'Palpitations', 'Increased heart rate', 'Fainting', 'Decreased heart rate', 'Weakness', 'Irregular heartbeat', 'Chest tightness', 'Fatigue', 'Feeling ill']"
652,High blood pressure,"['Sharp chest pain', 'Headache']"
653,Pelvic inflammatory disease,"['Sharp abdominal pain', 'Pelvic pain', 'Lower abdominal pain', 'Vaginal discharge', 'Nausea', 'Vomiting', 'Side pain', 'Burning abdominal pain', 'Back pain', 'Painful urination', 'Suprapubic pain', 'Intermenstrual bleeding']"
654,Liver disease,"['Sharp abdominal pain', 'Jaundice', 'Upper abdominal pain', 'Diarrhea', 'Shortness of breath', 'Nausea', 'Weakness', 'Side pain', 'Peripheral edema', 'Blood in stool', 'Unusual color or odor to urine']"
655,Chronic constipation,"['Constipation', 'Sharp abdominal pain', 'Burning abdominal pain', 'Vomiting', 'Nausea', 'Lower abdominal pain', 'Rectal bleeding', 'Blood in stool', 'Pain of the anus', 'Stomach bloating', 'Changes in stool appearance']"
657,Flu,"['Fever', 'Cough', 'Sore throat', 'Nasal congestion', 'Ache all over', 'Flu-like syndrome', 'Headache', 'Vomiting', 'Chills', 'Coryza', 'Nausea', 'Diarrhea']"
660,Skin polyp,"['Skin moles', 'Skin lesion', 'Abnormal appearing skin', 'Skin growth', 'Acne or pimples', 'Itching of skin', 'Skin swelling', 'Change in skin mole size or color', 'Warts', 'Skin dryness, peeling, scaliness, or roughness', 'Irregular appearing scalp', 'Skin irritation']"
661,Brachial neuritis,"['Neck pain', 'Shoulder pain', 'Arm pain', 'Loss of sensation', 'Back pain', 'Headache', 'Low back pain', 'Paresthesia', 'Hand or finger pain', 'Arm weakness', 'Elbow pain', 'Hand or finger weakness']"
662,Cervical cancer,"['Pelvic pain', 'Vaginal discharge', 'Heavy menstrual flow', 'Unpredictable menstruation', 'Vaginal itching', 'Intermenstrual bleeding', 'Painful menstruation', 'Vulvar irritation', 'Difficulty eating', 'Mass on vulva', 'Swollen abdomen']"
664,Esophagitis,"['Sharp abdominal pain', 'Vomiting', 'Difficulty in swallowing', 'Nausea', 'Heartburn', 'Upper abdominal pain', 'Sore throat', 'Cough', 'Shortness of breath', 'Burning abdominal pain', 'Chest tightness']"
666,Yeast infection,"['Vaginal itching', 'Vaginal discharge', 'Skin rash', 'Diaper rash', 'Sharp abdominal pain', 'Itching of skin', 'Suprapubic pain', 'Painful urination', 'Frequent urination', 'Pelvic pain', 'Vaginal pain']"
668,Drug poisoning due to medication,"['Depressive or psychotic symptoms', 'Depression', 'Drug abuse', 'Fainting', 'Abusing alcohol', 'Sleepiness', 'Slurring words', 'Allergic reaction', 'Fluid retention', 'Delusions or hallucinations', 'Lip swelling', 'Stiffness all over']"
669,Alcoholic liver disease,"['Sharp abdominal pain', 'Abusing alcohol', 'Abdominal distention', 'Diarrhea', 'Abnormal involuntary movements', 'Vomiting blood', 'Blood in stool', 'Upper abdominal pain', 'Weight gain', 'Stomach bloating', 'Kidney mass']"
670,Malignant hypertension,"['Sharp chest pain', 'Headache', 'Shortness of breath', 'Vomiting', 'Depressive or psychotic symptoms', 'Dizziness', 'Seizures', 'Loss of sensation', 'Insomnia', 'Focal weakness', 'Lower body pain']"
671,Diverticulitis,"['Sharp abdominal pain', 'Lower abdominal pain', 'Diarrhea', 'Nausea', 'Vomiting', 'Burning abdominal pain', 'Fever', 'Side pain', 'Blood in stool', 'Upper abdominal pain', 'Constipation', 'Chills']"
673,Heat exhaustion,"['Dizziness', 'Weakness', 'Headache', 'Fainting', 'Vomiting', 'Nausea', 'Sharp chest pain', 'Shortness of breath', 'Leg cramps or spasms', 'Feeling hot', 'Sweating']"
674,Psychotic disorder,"['Depressive or psychotic symptoms', 'Depression', 'Delusions or hallucinations', 'Anxiety and nervousness', 'Hostile behavior', 'Excessive anger', 'Insomnia', 'Drug abuse', 'Fears and phobias', 'Abusing alcohol', 'Temper problems', 'Hysterical behavior']"
675,Frostbite,"['Loss of sensation', 'Foot or toe pain', 'Ache all over', 'Hand or finger swelling', 'Sharp chest pain', 'Fainting', 'Back pain', 'Elbow cramps or spasms', 'Low back weakness', 'Elbow weakness']"
676,Atrophy of the corpus cavernosum,"['Penis pain', 'Bumps on penis', 'Abnormal appearing skin', 'Skin growth', 'Impotence', 'Fever', 'Temper problems', 'Penis redness', 'Frequent urination', 'Penile discharge', 'Groin pain']"
678,Sprain or strain,"['Back pain', 'Neck pain', 'Ankle pain', 'Knee pain', 'Low back pain', 'Shoulder pain', 'Leg pain', 'Foot or toe pain', 'Headache', 'Wrist pain', 'Hand or finger pain', 'Arm pain']"
681,Foreign body in the nose,"['Nasal congestion', 'Coughing up sputum', 'Nosebleed', 'Regurgitation', 'Redness in or around nose']"
682,Idiopathic painful menstruation,"['Painful menstruation', 'Sharp abdominal pain', 'Pelvic pain', 'Heavy menstrual flow', 'Lower abdominal pain', 'Cramps and spasms', 'Long menstrual periods', 'Unpredictable menstruation', 'Blood clots during menstrual periods', 'Absence of menstruation', 'Vaginal discharge', 'Vaginal itching']"
684,Idiopathic infrequent menstruation,"['Unpredictable menstruation', 'Painful menstruation', 'Vaginal discharge', 'Sharp abdominal pain', 'Scanty menstrual flow', 'Nausea', 'Infrequent menstruation', 'Infertility', 'Absence of menstruation', 'Pain or soreness of breast', 'Frequent urination', 'Retention of urine']"
685,Pneumothorax,"['Sharp chest pain', 'Shortness of breath', 'Shoulder pain', 'Difficulty breathing', 'Rib pain', 'Back pain', 'Cough', 'Side pain', 'Coughing up sputum', 'Drainage in throat', 'Drug abuse', 'Hurts to breath']"
686,De Quervain disease,"['Wrist pain', 'Hand or finger pain', 'Shoulder pain', 'Wrist swelling', 'Arm pain', 'Hand or finger swelling', 'Wrist stiffness or tightness', 'Abnormal involuntary movements']"
687,Fracture of the vertebra,"['Back pain', 'Low back pain', 'Neck pain', 'Hip pain', 'Bones are painful', 'Problems with movement', 'Pelvic pain', 'Leg stiffness or tightness', 'Arm weakness', 'Hand or finger stiffness or tightness', 'Hip weakness', 'Muscle stiffness or tightness']"
688,Human immunodeficiency virus infection (HIV),"['Drug abuse', 'Fears and phobias', 'Mouth pain', 'Nightmares']"
689,Mumps,"['Jaw swelling', 'Ear pain', 'Neck swelling', 'Sore throat', 'Fever', 'Flu-like syndrome', 'Swollen lymph nodes', 'Fluid retention', 'Nailbiting', 'Shoulder swelling', 'Eye strain']"
690,Subarachnoid hemorrhage,"['Headache', 'Dizziness', 'Vomiting', 'Neck pain', 'Weakness', 'Fainting', 'Loss of sensation', 'Seizures', 'Nosebleed', 'Bleeding from ear', 'Disturbance of memory']"
692,Ectropion,"['Lacrimation', 'Pain in eye', 'Abnormal movement of eyelid', 'Eye redness', 'Spots or clouds in vision', 'Eyelid lesion or rash', 'Foreign body sensation in eye', 'Swollen eye', 'Diminished vision', 'White discharge from eye', 'Itchiness of eye']"
694,Lactose intolerance,"['Diarrhea', 'Burning abdominal pain', 'Headache', 'Sharp abdominal pain', 'Shortness of breath', 'Constipation', 'Muscle pain', 'Flatulence', 'Weight gain', 'Impotence', 'Cramps and spasms']"
695,Eustachian tube dysfunction (ear disorder),"['Ear pain', 'Diminished hearing', 'Plugged feeling in ear', 'Redness in ear', 'Nasal congestion', 'Sore throat', 'Fluid in ear', 'Dizziness', 'Ringing in ear', 'Abnormal breathing sounds', 'Allergic reaction', 'Swollen or red tonsils']"
696,Appendicitis,"['Sharp abdominal pain', 'Lower abdominal pain', 'Vomiting', 'Nausea', 'Fever', 'Burning abdominal pain', 'Side pain', 'Diarrhea', 'Upper abdominal pain', 'Chills', 'Decreased appetite', 'Stomach bloating']"
697,Graves disease,"['Dizziness', 'Fatigue', 'Palpitations', 'Sweating', 'Abnormal involuntary movements', 'Weight gain', 'Leg cramps or spasms', 'Irregular heartbeat', 'Involuntary urination', 'Foot or toe swelling', 'Muscle cramps, contractures, or spasms', 'Hemoptysis']"
698,Dissociative disorder,"['Depressive or psychotic symptoms', 'Anxiety and nervousness', 'Depression', 'Low self-esteem', 'Excessive anger', 'Disturbance of memory', 'Delusions or hallucinations']"
701,Phimosis,"['Penis pain', 'Penis redness', 'Retention of urine', 'Painful urination', 'Blood in urine', 'Penile discharge', 'Bumps on penis', 'Thirst', 'Impotence']"
705,Placenta previa,"['Spotting or bleeding during pregnancy', 'Pain during pregnancy', 'Cramps and spasms', 'Uterine contractions', 'Problems during pregnancy', 'Involuntary urination', 'Vaginal discharge']"
707,Septic arthritis,"['Knee pain', 'Knee swelling', 'Fever', 'Leg pain', 'Problems with movement', 'Hand or finger pain', 'Elbow pain', 'Feeling ill', 'Hip pain', 'Abnormal appearing skin', 'Elbow swelling']"
708,Athlete's foot,"['Skin rash', 'Foot or toe pain', 'Itching of skin', 'Skin dryness, peeling, scaliness, or roughness', 'Skin on leg or foot looks infected', 'Abnormal appearing skin', 'Foot or toe swelling', 'Skin irritation', 'Irregular appearing nails', 'Skin swelling']"
709,Pleural effusion,"['Sharp chest pain', 'Shortness of breath', 'Cough', 'Difficulty breathing', 'Hurts to breath', 'Back pain', 'Rib pain', 'Fever', 'Sharp abdominal pain', 'Drainage in throat', 'Weakness', 'Side pain']"
710,Aphakia,"['Diminished vision', 'Pain in eye', 'Eye redness', 'Itchiness of eye', 'Spots or clouds in vision', 'Eye burns or stings', 'Mass on eyelid']"
711,Vulvar disorder,"['Vaginal discharge', 'Vulvar irritation', 'Vulvar sore', 'Vaginal pain', 'Skin growth', 'Vaginal itching', 'Painful urination', 'Pain during intercourse', 'Pelvic pain']"
712,Vitamin B deficiency,"['Dizziness', 'Allergic reaction', 'Difficulty speaking', 'Headache', 'Muscle cramps, contractures, or spasms', 'Vomiting', 'Cough', 'Nausea', 'Abnormal involuntary movements']"
713,Sialoadenitis,"['Facial pain', 'Swollen lymph nodes', 'Ear pain', 'Jaw swelling', 'Neck mass', 'Neck swelling', 'Sore throat', 'Neck pain', 'Cough', 'Difficulty in swallowing', 'Nasal congestion']"
714,Gynecomastia,"['Problems with shape or size of breast', 'Lump or mass of breast', 'Back pain', 'Pain or soreness of breast', 'Neck pain', 'Weight gain']"
715,Urinary tract infection,"['Painful urination', 'Suprapubic pain', 'Sharp abdominal pain', 'Frequent urination', 'Fever', 'Vomiting', 'Back pain', 'Nausea', 'Blood in urine', 'Side pain', 'Retention of urine', 'Lower abdominal pain']"
716,Histoplasmosis,"['Ache all over', 'Cough', 'Double vision', 'Eye redness', 'Decreased appetite', 'Diminished vision', 'Low back weakness', 'Feeling hot and cold']"
717,Erythema multiforme,"['Skin rash', 'Fever', 'Itching of skin', 'Coryza', 'Skin lesion', 'Vomiting', 'Mouth ulcer', 'Skin pain', 'Pain in eye', 'Allergic reaction', 'Difficulty in swallowing']"
718,Scoliosis,"['Back pain', 'Low back pain', 'Leg pain', 'Problems with movement', 'Lower body pain', 'Leg weakness', 'Knee swelling', 'Knee stiffness or tightness', 'Foot or toe stiffness or tightness', 'Muscle cramps, contractures, or spasms']"
719,Bunion,"['Foot or toe pain', 'Foot or toe lump or mass', 'Knee pain', 'Problems with movement', 'Skin on leg or foot looks infected', 'Leg swelling', 'Stiffness all over', 'Skin growth', 'Skin irritation', 'Foot or toe swelling']"
720,Arrhythmia,"['Palpitations', 'Sharp chest pain', 'Dizziness', 'Irregular heartbeat', 'Increased heart rate', 'Shortness of breath', 'Difficulty breathing', 'Fainting', 'Weakness', 'Chest tightness', 'Fatigue']"
722,Trigeminal neuralgia,"['Facial pain', 'Headache', 'Dizziness', 'Loss of sensation', 'Ache all over', 'Pain in eye', 'Toothache', 'Paresthesia', 'Abnormal involuntary movements', 'Swollen eye', 'Tongue pain']"
723,Ankylosing spondylitis,"['Back pain', 'Low back pain', 'Hip pain', 'Leg pain', 'Knee pain', 'Ache all over', 'Elbow pain', 'Lower body pain', 'Joint pain', 'Paresthesia', 'Rib pain', 'Stiffness all over']"
724,Peripheral nerve disorder,"['Loss of sensation', 'Leg pain', 'Paresthesia', 'Foot or toe pain', 'Dizziness', 'Back pain', 'Problems with movement', 'Arm pain', 'Abnormal involuntary movements', 'Leg weakness', 'Disturbance of memory', 'Arm weakness']"
727,Behcet disease,"['Vomiting', 'Upper abdominal pain', 'Sharp abdominal pain', 'Diarrhea', 'Depression', 'Anxiety and nervousness', 'Diminished vision', 'Mouth ulcer', 'Cough', 'Neck pain', 'Blindness', 'Shortness of breath']"
728,Neurosis,"['Depressive or psychotic symptoms', 'Depression', 'Anxiety and nervousness', 'Hostile behavior', 'Delusions or hallucinations', 'Headache', 'Excessive anger', 'Insomnia', 'Drug abuse', 'Obsessions and compulsions', 'Temper problems', 'Smoking problems']"
729,Prostate cancer,"['Retention of urine', 'Blood in urine', 'Frequent urination', 'Involuntary urination', 'Impotence', 'Excessive urination at night', 'Flushing', 'Pain during intercourse']"
730,Cerebral edema,"['Headache', 'Neck pain', 'Focal weakness', 'Diminished vision', 'Vomiting', 'Difficulty speaking', 'Loss of sensation', 'Nausea', 'Problems with movement', 'Dizziness', 'Muscle stiffness or tightness', 'Arm pain']"
731,Dislocation of the finger,"['Hand or finger pain', 'Hand or finger swelling', 'Hand or finger stiffness or tightness', 'Wrist pain', 'Joint pain']"
733,Chronic pancreatitis,"['Sharp abdominal pain', 'Vomiting', 'Nausea', 'Ache all over', 'Burning abdominal pain', 'Diarrhea', 'Back pain', 'Upper abdominal pain', 'Regurgitation', 'Leg weakness']"
739,Spontaneous abortion,"['Spotting or bleeding during pregnancy', 'Sharp abdominal pain', 'Pain during pregnancy', 'Cramps and spasms', 'Lower abdominal pain', 'Pelvic pain', 'Problems during pregnancy', 'Burning abdominal pain', 'Uterine contractions', 'Intermenstrual bleeding', 'Blood clots during menstrual periods', 'Heavy menstrual flow']"
740,Genital herpes,"['Skin rash', 'Painful urination', 'Vaginal pain', 'Vaginal discharge', 'Pelvic pain', 'Skin lesion', 'Vaginal itching', 'Groin pain', 'Suprapubic pain', 'Itching of skin', 'Skin pain']"
741,Adjustment reaction,"['Depression', 'Depressive or psychotic symptoms', 'Anxiety and nervousness', 'Excessive anger', 'Hostile behavior', 'Insomnia', 'Low self-esteem', 'Delusions or hallucinations', 'Temper problems', 'Fears and phobias', 'Restlessness', 'Nightmares']"
742,Gallstone,"['Sharp abdominal pain', 'Upper abdominal pain', 'Nausea', 'Vomiting', 'Back pain', 'Burning abdominal pain', 'Sharp chest pain', 'Side pain', 'Lower body pain', 'Heartburn', 'Sweating', 'Regurgitation']"
743,Multiple sclerosis,"['Fatigue', 'Loss of sensation', 'Headache', 'Dizziness', 'Problems with movement', 'Weakness', 'Leg weakness', 'Paresthesia', 'Disturbance of memory', 'Abnormal involuntary movements', 'Focal weakness']"
745,Fracture of the pelvis,"['Hip pain', 'Groin pain', 'Back pain', 'Leg pain', 'Ache all over', 'Side pain', 'Problems with movement', 'Knee pain', 'Delusions or hallucinations', 'Difficulty speaking', 'Bones are painful', 'Focal weakness']"
746,Pneumoconiosis,"['Cough', 'Wheezing', 'Shortness of breath', 'Fever', 'Insomnia', 'Nasal congestion', 'Vomiting', 'Sore throat', 'Difficulty breathing', 'Dizziness', 'Coughing up sputum', 'Chest tightness']"
748,Ulcerative colitis,"['Diarrhea', 'Sharp abdominal pain', 'Blood in stool', 'Nausea', 'Vomiting', 'Burning abdominal pain', 'Rectal bleeding', 'Lower abdominal pain', 'Melena', 'Decreased appetite', 'Discharge in stools']"
749,Male genitalia infection,"['Penis redness', 'Swelling of scrotum', 'Pain in testicles', 'Mass in scrotum', 'Skin growth', 'Abnormal appearing skin', 'Penis pain', 'Bumps on penis', 'Warts', 'Groin pain']"
750,HPV,"['Warts', 'Frequent urination', 'Vaginal itching', 'Vaginal discharge', 'Mass or swelling around the anus', 'Lump or mass of breast', 'Involuntary urination', 'Eyelid lesion or rash', 'Unpredictable menstruation', 'Coughing up sputum']"
751,Angina,"['Sharp chest pain', 'Shortness of breath', 'Chest tightness', 'Dizziness', 'Arm pain', 'Lower body pain', 'Palpitations', 'Sweating', 'Irregular heartbeat', 'Increased heart rate', 'Burning chest pain', 'Hot flashes']"
752,Injury to the spinal cord,"['Neck pain', 'Neck cramps or spasms', 'Back pain', 'Shoulder pain', 'Headache', 'Side pain']"
753,Nasal polyp,"['Nasal congestion', 'Headache', 'Nosebleed', 'Painful sinuses', 'Cough', 'Difficulty breathing', 'Allergic reaction', 'Facial pain', 'Disturbance of smell or taste', 'Frontal headache', 'Hoarse voice', 'Redness in ear']"
754,Lichen simplex,"['Skin rash', 'Itching of skin', 'Skin lesion', 'Skin irritation', 'Acne or pimples', 'Itchy scalp', 'Skin growth', 'Skin dryness, peeling, scaliness, or roughness']"
755,Trichiasis,"['Foreign body sensation in eye', 'Eyelid lesion or rash', 'Diminished vision', 'Itchiness of eye', 'Pain in eye', 'Eye redness', 'Swollen eye']"
757,Colorectal cancer,"['Sharp abdominal pain', 'Rectal bleeding', 'Blood in stool', 'Pain of the anus', 'Mass or swelling around the anus', 'Drainage in throat']"
758,Skin pigmentation disorder,"['Abnormal appearing skin', 'Skin rash', 'Skin lesion', 'Skin moles', 'Acne or pimples', 'Skin growth', 'Itching of skin', 'Skin swelling', 'Skin dryness, peeling, scaliness, or roughness', 'Warts', 'Too little hair', 'Irregular appearing scalp']"
761,Galactorrhea of unknown cause,"['Bleeding or discharge from nipple', 'Pain or soreness of breast', 'Pelvic pain', 'Weight gain', 'Anxiety and nervousness', 'Back pain', 'Lump or mass of breast', 'Sharp chest pain', 'Burning abdominal pain', 'Cough', 'Low back weakness', 'Emotional symptoms']"
763,Nerve impingement near the shoulder,"['Shoulder pain', 'Neck pain', 'Arm pain', 'Shoulder stiffness or tightness', 'Problems with movement', 'Elbow pain', 'Shoulder weakness', 'Hand or finger stiffness or tightness', 'Muscle pain', 'Bones are painful']"
765,Fibroadenoma,"['Lump or mass of breast', 'Pain or soreness of breast', 'Bleeding or discharge from nipple', 'Arm lump or mass', 'Problems with shape or size of breast', 'Hot flashes']"
769,Granuloma inguinale,"['Nausea', 'Sharp chest pain', 'Groin pain', 'Vaginal pain', 'Vulvar sore', 'Loss of sex drive', 'Knee lump or mass', 'Excessive growth', 'Wrist weakness', 'Neck cramps or spasms']"
771,Obsessive compulsive disorder (OCD),"['Anxiety and nervousness', 'Depression', 'Depressive or psychotic symptoms', 'Obsessions and compulsions', 'Temper problems', 'Hostile behavior', 'Low self-esteem', 'Excessive anger', 'Feeling ill', 'Fears and phobias', 'Hysterical behavior']"
772,Injury of the ankle,"['Ankle pain', 'Foot or toe pain', 'Ankle swelling', 'Leg pain', 'Foot or toe swelling', 'Joint pain', 'Foot or toe weakness', 'Leg cramps or spasms', 'Ankle stiffness or tightness', 'Foot or toe lump or mass']"
773,Hyponatremia,"['Weakness', 'Vomiting', 'Nausea', 'Shortness of breath', 'Dizziness', 'Sharp abdominal pain', 'Sharp chest pain', 'Headache', 'Fever', 'Fainting', 'Seizures']"
774,Stricture of the esophagus,"['Difficulty in swallowing', 'Vomiting', 'Regurgitation', 'Lump in throat', 'Sharp chest pain', 'Nausea', 'Difficulty eating', 'Heartburn', 'Coughing up sputum', 'Stomach bloating', 'Problems with movement', 'Recent weight loss']"
775,Fracture of the ankle,"['Ankle pain', 'Ankle swelling', 'Leg pain', 'Foot or toe pain', 'Foot or toe swelling', 'Ankle weakness', 'Knee weakness']"
777,Bone disorder,"['Back pain', 'Knee pain', 'Leg pain', 'Shoulder pain', 'Bones are painful', 'Leg cramps or spasms', 'Leg weakness', 'Hot flashes', 'Stiffness all over', 'Leg lump or mass', 'Muscle stiffness or tightness']"
778,Epilepsy,"['Seizures', 'Headache', 'Abnormal involuntary movements', 'Disturbance of memory', 'Difficulty speaking', 'Stiffness all over', 'Eye moves abnormally', 'Muscle weakness']"
779,Personality disorder,"['Depressive or psychotic symptoms', 'Depression', 'Anxiety and nervousness', 'Hostile behavior', 'Insomnia', 'Excessive anger', 'Low self-esteem', 'Delusions or hallucinations', 'Drug abuse', 'Fears and phobias', 'Temper problems', 'Obsessions and compulsions']"
780,Shingles (herpes zoster),"['Skin rash', 'Back pain', 'Skin lesion', 'Itching of skin', 'Ache all over', 'Headache', 'Sharp abdominal pain', 'Side pain', 'Sharp chest pain', 'Abnormal appearing skin', 'Facial pain']"
781,Tourette syndrome,"['Abnormal involuntary movements', 'Depressive or psychotic symptoms', 'Abnormal movement of eyelid', 'Excessive anger', 'Delusions or hallucinations', 'Obsessions and compulsions', 'Temper problems']"
782,Avascular necrosis,"['Hip pain', 'Knee pain', 'Shoulder pain', 'Bowlegged or knock-kneed', 'Shoulder stiffness or tightness', 'Shoulder weakness']"
783,Strep throat,"['Sore throat', 'Fever', 'Cough', 'Headache', 'Vomiting', 'Ear pain', 'Nasal congestion', 'Skin rash', 'Ache all over', 'Difficulty in swallowing', 'Chills', 'Decreased appetite']"
784,Spinocerebellar ataxia,"['Problems with movement', 'Dizziness', 'Abnormal involuntary movements', 'Fainting', 'Difficulty speaking', 'Headache', 'Anxiety and nervousness', 'Disturbance of memory']"
785,Osteomyelitis,"['Skin lesion', 'Skin on leg or foot looks infected', 'Foot or toe swelling', 'Knee swelling', 'Bones are painful', 'Lymphedema']"
786,Sjogren syndrome,"['Diminished vision', 'Ache all over', 'Pain in eye', 'Mouth dryness', 'Spots or clouds in vision', 'Itchiness of eye', 'Difficulty in swallowing', 'Regurgitation']"
787,Adhesive capsulitis of the shoulder,"['Shoulder pain', 'Shoulder stiffness or tightness', 'Neck pain', 'Ache all over', 'Elbow pain', 'Arm pain', 'Shoulder swelling', 'Stiffness all over', 'Muscle pain']"
788,Viral hepatitis,"['Sharp abdominal pain', 'Abusing alcohol', 'Drug abuse', 'Melena', 'Stomach bloating', 'Incontinence of stool']"
789,Tonsillar hypertrophy,"['Swollen or red tonsils', 'Abnormal breathing sounds', 'Sore throat', 'Nasal congestion', 'Apnea', 'Cough', 'Redness in ear', 'Hurts to breath', 'Fever', 'Drainage in throat', 'Allergic reaction', 'Difficulty in swallowing']"
790,Gastritis,"['Sharp abdominal pain', 'Vomiting', 'Nausea', 'Burning abdominal pain', 'Sharp chest pain', 'Upper abdominal pain', 'Diarrhea', 'Fever', 'Headache', 'Heartburn', 'Vomiting blood', 'Regurgitation']"
791,Skin cancer,"['Skin lesion', 'Abnormal appearing skin', 'Skin moles', 'Skin growth', 'Skin dryness, peeling, scaliness, or roughness', 'Skin swelling', 'Itching of skin', 'Irregular appearing scalp', 'Warts', 'Acne or pimples', 'Lip swelling', 'Skin irritation']"
793,Aphthous ulcer,"['Mouth ulcer', 'Fever', 'Sore throat', 'Mouth pain', 'Tongue lesions', 'Toothache', 'Ache all over', 'Lip sore', 'Cough', 'Swollen tongue']"
794,Tonsillitis,"['Sore throat', 'Swollen or red tonsils', 'Abnormal breathing sounds', 'Nasal congestion', 'Throat feels tight', 'Redness in ear', 'Apnea', 'Drainage in throat', 'Allergic reaction', 'Lump in throat', 'Throat redness']"
795,Intestinal cancer,"['Sharp abdominal pain', 'Diarrhea', 'Regurgitation', 'Changes in stool appearance', 'Decreased appetite', 'Jaundice', 'Mouth pain', 'Pain in testicles']"
559,Stomach cancer,"['Sharp abdominal pain', 'Nausea', 'Vomiting', 'Fatigue', 'Weakness', 'Diarrhea', 'Burning abdominal pain', 'Fluid retention', 'Constipation', 'Peripheral edema', 'Heartburn']"
561,Acute stress reaction,"['Anxiety and nervousness', 'Sharp chest pain', 'Headache', 'Depressive or psychotic symptoms', 'Depression', 'Insomnia', 'Dizziness', 'Shortness of breath', 'Fatigue',, 'Abnormal involuntary movements', 'Chest tightness']"
562,Delirium,"['Disturbance of memory', 'Depressive or psychotic symptoms', 'Depression', 'Problems with movement', 'Hostile behavior', 'Delusions or hallucinations', 'Abnormal involuntary movements', 'Focal weakness', 'Difficulty speaking', 'Hysterical behavior', 'Disturbance of smell or taste', 'Slurring words']"
564,Guillain Barre syndrome,"['Leg weakness', 'Leg pain', 'Loss of sensation', 'Fever', 'Ache all over', 'Dizziness', 'Paresthesia', 'Hand or finger pain', 'Weakness', 'Difficulty speaking', 'Problems with movement', 'Facial pain']"
565,Lumbago,"['Low back pain', 'Back pain', 'Leg pain', 'Hip pain', 'Lower body pain', 'Side pain', 'Back cramps or spasms', 'Muscle pain', 'Low back stiffness or tightness', 'Low back cramps or spasms']"
566,Deviated nasal septum,"['Nasal congestion', 'Abnormal breathing sounds', 'Headache', 'Difficulty breathing', 'Painful sinuses', 'Apnea', 'Sore throat', 'Facial pain', 'Frontal headache', 'Plugged feeling in ear', 'Nosebleed']"
569,Peripheral arterial disease,"['Skin lesion', 'Leg pain', 'Foot or toe pain', 'Poor circulation', 'Lymphedema', 'Leg cramps or spasms', 'Feeling cold']"
570,Chronic back pain,"['Back pain', 'Low back pain', 'Neck pain', 'Hip pain', 'Loss of sensation', 'Side pain', 'Lower body pain', 'Groin pain', 'Back cramps or spasms', 'Leg weakness', 'Back stiffness or tightness']"
571,Heart failure,"['Shortness of breath', 'Sharp chest pain', 'Difficulty breathing', 'Peripheral edema', 'Cough', 'Weakness', 'Chest tightness', 'Leg swelling', 'Weight gain', 'Palpitations', 'Hurts to breath']"
572,Conjunctivitis,"['Eye redness', 'Pain in eye', 'Fever', 'Itchiness of eye', 'Swollen eye', 'White discharge from eye', 'Lacrimation', 'Coryza']"
573,Herniated disk,"['Low back pain', 'Back pain', 'Leg pain', 'Neck pain', 'Loss of sensation', 'Hip pain', 'Lower body pain', 'Arm pain', 'Paresthesia', 'Leg weakness', 'Arm weakness']"
575,Breast infection (mastitis),"['Pain or soreness of breast', 'Lump or mass of breast', 'Abnormal appearing skin', 'Fever', 'Bleeding or discharge from nipple', 'Postpartum problems of the breast', 'Chills', 'Bones are painful', 'Skin growth', 'Long menstrual periods', 'Mouth dryness']"
